Sample_num,Class
10361,Waterbodies
10362,Waterbodies
10365,Waterbodies
10366,Waterbodies
10368,Waterbodies
10370,Waterbodies
10371,Waterbodies
10372,Waterbodies
10376,Waterbodies
10378,Waterbodies
10380,Waterbodies
10382,Waterbodies
10385,Waterbodies
10386,Waterbodies
10387,Waterbodies
10388,Waterbodies
10390,Waterbodies
10391,Waterbodies
10392,Waterbodies
10393,Waterbodies
10398,Waterbodies
10410,Waterbodies
10426,Waterbodies
10434,Waterbodies
10438,Annual Crops
10439,Annual Crops
10441,Annual Crops
10445,Mixed or Not Classified
10457,Shrubs
10465,Mixed or Not Classified
10466,Shrubs
10475,Shrubs
10494,Natural Grassland
10500,Shrubs
10509,Mixed or Not Classified
10519,Mixed or Not Classified
10522,Mixed or Not Classified
10538,Shrubs
10560,Mixed or Not Classified
10601,Mixed or Not Classified
10615,Mixed or Not Classified
10617,Shrubs
10621,Shrubs
10625,Shrubs
10644,Natural Grassland
10653,Waterbodies
10654,Waterbodies
10655,Waterbodies
10658,Waterbodies
10660,Mixed or Not Classified
10661,Natural Wooded Land
10662,Natural Wooded Land
10663,Natural Wooded Land
10668,Waterbodies
10669,Waterbodies
10672,Waterbodies
10673,Waterbodies
10676,Waterbodies
10680,Waterbodies
10682,Waterbodies
10684,Waterbodies
10687,Waterbodies
10688,Waterbodies
10691,Waterbodies
10693,Waterbodies
10695,Waterbodies
10697,Waterbodies
10699,Waterbodies
10700,Waterbodies
10701,Waterbodies
10703,Waterbodies
10704,Waterbodies
10706,Waterbodies
10707,Waterbodies
10708,Waterbodies
10711,Waterbodies
10712,Waterbodies
10714,Unconsolidated Barren
10715,Unconsolidated Barren
10716,Unconsolidated Barren
10717,Unconsolidated Barren
10718,Unconsolidated Barren
10719,Unconsolidated Barren
10720,Unconsolidated Barren
10721,Unconsolidated Barren
10722,Unconsolidated Barren
10723,Unconsolidated Barren
10724,Unconsolidated Barren
10725,Unconsolidated Barren
10726,Unconsolidated Barren
10727,Unconsolidated Barren
10751,Mixed or Not Classified
10754,Shrubs
10759,Mixed or Not Classified
10775,Natural Wooded Land
10781,Mixed or Not Classified
10790,Mixed or Not Classified
10792,Natural Wooded Land
10801,Natural Grassland
10834,Mixed or Not Classified
10846,Mixed or Not Classified
10871,Mixed or Not Classified
10876,Mixed or Not Classified
10879,Mixed or Not Classified
10883,Unconsolidated Barren
10884,Mixed or Not Classified
10890,Shrubs
10891,Natural Wooded Land
10892,Shrubs
10893,Natural Wooded Land
10894,Shrubs
10895,Mixed or Not Classified
10896,Natural Wooded Land
10897,Mixed or Not Classified
10898,Mixed or Not Classified
10899,Natural Wooded Land
10900,Mixed or Not Classified
10925,Mixed or Not Classified
10933,Shrubs
10949,Shrubs
10954,Built-up
10955,Built-up
10962,Shrubs
10974,Annual Crops
10975,Annual Crops
10977,Natural Wooded Land
10978,Natural Wooded Land
10979,Natural Wooded Land
10980,Natural Wooded Land
10981,Mixed or Not Classified
10982,Natural Wooded Land
10983,Mixed or Not Classified
10985,Annual Crops
10987,Natural Wooded Land
10988,Natural Wooded Land
10992,Mixed or Not Classified
10999,Natural Grassland
11004,Annual Crops
11009,Annual Crops
11029,Built-up
11030,Built-up
11037,Mixed or Not Classified
11038,Natural Grassland
11039,Annual Crops
11040,Natural Grassland
11041,Natural Wooded Land
11042,Natural Wooded Land
11048,Annual Crops
11059,Mixed or Not Classified
11060,Mixed or Not Classified
11061,Natural Wooded Land
11062,Natural Wooded Land
11063,Natural Grassland
11072,Annual Crops
11075,Annual Crops
11079,Mixed or Not Classified
11080,Built-up
11082,Annual Crops
11086,Wetlands
11087,Wetlands
11088,Wetlands
11089,Annual Crops
11090,Annual Crops
11102,Annual Crops
11103,Natural Grassland
11105,Shrubs
11106,Shrubs
11107,Annual Crops
11121,Mixed or Not Classified
11122,Mixed or Not Classified
11146,Annual Crops
11149,Shrubs
11161,Shrubs
11166,Shrubs
11187,Annual Crops
11189,Annual Crops
11196,Annual Crops
11197,Annual Crops
11198,Annual Crops
11210,Annual Crops
11212,Annual Crops
11217,Annual Crops
11220,Annual Crops
11222,Annual Crops
11230,Annual Crops
11236,Annual Crops
11238,Shrubs
11239,Shrubs
11241,Annual Crops
11252,Wetlands
11253,Wetlands
11254,Wetlands
11258,Wetlands
11261,Wetlands
11269,Waterbodies
11321,Waterbodies
11332,Waterbodies
11339,Waterbodies
11354,Waterbodies
11385,Waterbodies
11404,Waterbodies
11410,Waterbodies
11414,Waterbodies
11416,Waterbodies
11418,Waterbodies
11428,Waterbodies
11430,Waterbodies
11441,Waterbodies
11445,Waterbodies
11459,Waterbodies
11471,Waterbodies
11485,Waterbodies
11489,Waterbodies
11498,Waterbodies
11503,Waterbodies
11508,Waterbodies
11517,Waterbodies
11573,Waterbodies
11579,Waterbodies
11583,Waterbodies
11591,Waterbodies
11600,Waterbodies
11606,Waterbodies
11609,Waterbodies
11610,Waterbodies
11611,Waterbodies
11627,Waterbodies
11631,Mixed or Not Classified
11632,Mixed or Not Classified
11633,Unconsolidated Barren
11634,Unconsolidated Barren
11635,Unconsolidated Barren
11636,Mixed or Not Classified
11637,Built-up
11638,Mixed or Not Classified
11639,Mixed or Not Classified
11658,Waterbodies
11665,Waterbodies
11682,Unconsolidated Barren
11683,Unconsolidated Barren
11684,Unconsolidated Barren
11685,Unconsolidated Barren
11698,Shrubs
11704,Shrubs
11717,Natural Grassland
11730,Shrubs
11757,Mixed or Not Classified
11760,Mixed or Not Classified
11762,Shrubs
11764,Shrubs
11782,Shrubs
11800,Mixed or Not Classified
11812,Mixed or Not Classified
11816,Mixed or Not Classified
11828,Mixed or Not Classified
11832,Mixed or Not Classified
11836,Mixed or Not Classified
11846,Mixed or Not Classified
11893,Mixed or Not Classified
11900,Mixed or Not Classified
11929,Shrubs
11943,Mixed or Not Classified
11950,Shrubs
11990,Mixed or Not Classified
11998,Waterbodies
12008,Waterbodies
12031,Waterbodies
12037,Waterbodies
12048,Waterbodies
12092,Waterbodies
12108,Waterbodies
12116,Waterbodies
12128,Waterbodies
20013,Unconsolidated Barren
20026,Unconsolidated Barren
20034,Unconsolidated Barren
20039,Mixed or Not Classified
20056,Unconsolidated Barren
20084,Unconsolidated Barren
20087,Unconsolidated Barren
20090,Unconsolidated Barren
20111,Unconsolidated Barren
20168,Permanent Crops
20181,Unconsolidated Barren
20197,Permanent Crops
20282,Permanent Crops
20288,Mixed or Not Classified
20298,Unconsolidated Barren
20322,Unconsolidated Barren
20336,Mixed or Not Classified
20337,Mixed or Not Classified
20340,Permanent Crops
20370,Shrubs
20392,Mixed or Not Classified
20417,Mixed or Not Classified
20426,Mixed or Not Classified
20433,Wetlands
20434,Wetlands
20487,Wetlands
20498,Mixed or Not Classified
20530,Unconsolidated Barren
20547,Unconsolidated Barren
20549,Natural Grassland
20552,Unconsolidated Barren
20591,Unconsolidated Barren
20610,Unconsolidated Barren
20617,Permanent Crops
20620,Permanent Crops
20676,Unconsolidated Barren
20706,Mixed or Not Classified
20710,Mixed or Not Classified
20711,Unconsolidated Barren
20745,Shrubs
20752,Unconsolidated Barren
20758,Unconsolidated Barren
20762,Unconsolidated Barren
20768,Mixed or Not Classified
20782,Mixed or Not Classified
20796,Natural Wooded Land
20823,Wetlands
20825,Wetlands
20828,Unconsolidated Barren
20839,Unconsolidated Barren
20887,Shrubs
20896,Permanent Crops
20927,Natural Grassland
20940,Annual Crops
20944,Annual Crops
20968,Wetlands
20971,Permanent Crops
21022,Permanent Crops
21025,Unconsolidated Barren
21035,Mixed or Not Classified
21036,Permanent Crops
21046,Mixed or Not Classified
21057,Shrubs
21059,Permanent Crops
21061,Mixed or Not Classified
21083,Natural Grassland
21104,Waterbodies
21125,Mixed or Not Classified
21185,Permanent Crops
21191,Mixed or Not Classified
21201,Natural Wooded Land
21209,Permanent Crops
21217,Unconsolidated Barren
21239,Natural Wooded Land
21246,Natural Grassland
21256,Permanent Crops
21271,Natural Grassland
21283,Natural Grassland
21406,Consolidated Barren
21455,Shrubs
21469,Consolidated Barren
21471,Mixed or Not Classified
21494,Consolidated Barren
21499,Natural Wooded Land
21502,Consolidated Barren
21515,Mixed or Not Classified
21528,Mixed or Not Classified
21554,Mixed or Not Classified
21572,Consolidated Barren
21582,Permanent Crops
21589,Mixed or Not Classified
21619,Natural Grassland
21623,Consolidated Barren
21639,Consolidated Barren
21640,Mixed or Not Classified
21668,Shrubs
21671,Mixed or Not Classified
21678,Mixed or Not Classified
21686,Mixed or Not Classified
21709,Consolidated Barren
21711,Shrubs
21728,Shrubs
21734,Mixed or Not Classified
21738,Mixed or Not Classified
21748,Shrubs
21764,Mixed or Not Classified
21768,Mixed or Not Classified
21775,Mixed or Not Classified
21782,Permanent Crops
21813,Mixed or Not Classified
21823,Mixed or Not Classified
21845,Mixed or Not Classified
21867,Mixed or Not Classified
21902,Consolidated Barren
21919,Natural Grassland
21925,Consolidated Barren
21950,Mixed or Not Classified
21964,Permanent Crops
21974,Mixed or Not Classified
21983,Permanent Crops
21985,Permanent Crops
22012,Mixed or Not Classified
22027,Mixed or Not Classified
22046,Unconsolidated Barren
22094,Mixed or Not Classified
22126,Mixed or Not Classified
22128,Mixed or Not Classified
22159,Mixed or Not Classified
22187,Shrubs
22189,Shrubs
22192,Mixed or Not Classified
22225,Consolidated Barren
22234,Mixed or Not Classified
22238,Mixed or Not Classified
22273,Unconsolidated Barren
22296,Mixed or Not Classified
22305,Permanent Crops
22315,Unconsolidated Barren
22333,Unconsolidated Barren
22337,Unconsolidated Barren
22363,Permanent Crops
22377,Unconsolidated Barren
22382,Shrubs
22415,Natural Wooded Land
22471,Mixed or Not Classified
22481,Mixed or Not Classified
22482,Shrubs
22492,Natural Wooded Land
22496,Mixed or Not Classified
22497,Mixed or Not Classified
22503,Mixed or Not Classified
22508,Shrubs
22512,Shrubs
22533,Permanent Crops
22575,Planted Forest
22587,Mixed or Not Classified
22593,Unconsolidated Barren
22606,Natural Grassland
22613,Unconsolidated Barren
22615,Shrubs
22623,Mixed or Not Classified
22628,Consolidated Barren
22635,Wetlands
22648,Natural Grassland
22649,Wetlands
22654,Mixed or Not Classified
22671,Natural Grassland
22688,Unconsolidated Barren
22689,Natural Grassland
22696,Consolidated Barren
22761,Mixed or Not Classified
22769,Mixed or Not Classified
22795,Mixed or Not Classified
22807,Mixed or Not Classified
22813,Shrubs
22833,Mixed or Not Classified
22836,Shrubs
22851,Mixed or Not Classified
22872,Mixed or Not Classified
22902,Mixed or Not Classified
22917,Wetlands
22919,Wetlands
22931,Mixed or Not Classified
22935,Shrubs
22952,Mixed or Not Classified
22955,Mixed or Not Classified
22960,Mixed or Not Classified
22972,Shrubs
22982,Mixed or Not Classified
23015,Unconsolidated Barren
23033,Mixed or Not Classified
23035,Mixed or Not Classified
23037,Consolidated Barren
23038,Mixed or Not Classified
23044,Mixed or Not Classified
23045,Wetlands
23086,Unconsolidated Barren
23095,Mixed or Not Classified
23101,Mixed or Not Classified
23103,Natural Grassland
23139,Shrubs
23166,Permanent Crops
23172,Consolidated Barren
23173,Mixed or Not Classified
23176,Mixed or Not Classified
23180,Mixed or Not Classified
23235,Shrubs
23252,Permanent Crops
23278,Mixed or Not Classified
23285,Natural Grassland
23337,Shrubs
23338,Shrubs
23341,Mixed or Not Classified
23356,Mixed or Not Classified
23396,Mixed or Not Classified
23415,Mixed or Not Classified
23444,Permanent Crops
23458,Permanent Crops
23472,Unconsolidated Barren
23473,Shrubs
23489,Shrubs
23515,Shrubs
23525,Permanent Crops
23530,Permanent Crops
23608,Permanent Crops
23609,Permanent Crops
23623,Permanent Crops
23627,Mixed or Not Classified
23699,Permanent Crops
23715,Permanent Crops
23724,Permanent Crops
23771,Permanent Crops
23794,Unconsolidated Barren
23849,Permanent Crops
23862,Shrubs
23918,Wetlands
23921,Permanent Crops
23927,Unconsolidated Barren
23950,Consolidated Barren
23974,Wetlands
23976,Shrubs
23995,Unconsolidated Barren
24036,Permanent Crops
24041,Permanent Crops
24060,Permanent Crops
24067,Permanent Crops
24071,Shrubs
24084,Permanent Crops
24115,Permanent Crops
24126,Wetlands
24160,Permanent Crops
24178,Permanent Crops
24190,Natural Wooded Land
24224,Consolidated Barren
24244,Shrubs
24246,Wetlands
24262,Consolidated Barren
24296,Permanent Crops
24336,Consolidated Barren
24352,Permanent Crops
24370,Planted Forest
24385,Annual Crops
24408,Planted Forest
24427,Wetlands
24436,Consolidated Barren
24438,Mixed or Not Classified
24440,Consolidated Barren
24444,Planted Forest
24447,Wetlands
24462,Shrubs
24490,Shrubs
24506,Wetlands
24533,Natural Grassland
24543,Wetlands
24590,Consolidated Barren
24662,Natural Wooded Land
24700,Mixed or Not Classified
24704,Natural Grassland
24736,Mixed or Not Classified
24738,Wetlands
24743,Permanent Crops
24744,Shrubs
24759,Shrubs
24761,Natural Wooded Land
24770,Natural Wooded Land
24799,Permanent Crops
24816,Shrubs
24819,Permanent Crops
24837,Mixed or Not Classified
24848,Mixed or Not Classified
24856,Permanent Crops
24857,Permanent Crops
24879,Permanent Crops
24903,Permanent Crops
24930,Permanent Crops
24950,Permanent Crops
24952,Wetlands
24969,Mixed or Not Classified
24970,Natural Grassland
24995,Planted Forest
24997,Natural Grassland
24998,Shrubs
25016,Natural Grassland
25032,Shrubs
25044,Shrubs
25045,Natural Wooded Land
25053,Wetlands
25054,Mixed or Not Classified
25055,Mixed or Not Classified
25059,Permanent Crops
25094,Natural Wooded Land
25142,Wetlands
25164,Shrubs
25182,Natural Wooded Land
25215,Mixed or Not Classified
25228,Natural Grassland
25249,Permanent Crops
25250,Mixed or Not Classified
25251,Permanent Crops
25267,Natural Wooded Land
25278,Consolidated Barren
25292,Shrubs
25301,Natural Grassland
25345,Natural Wooded Land
25383,Planted Forest
25412,Planted Forest
25470,Wetlands
25476,Wetlands
25477,Shrubs
25483,Wetlands
25510,Consolidated Barren
25547,Planted Forest
25592,Planted Forest
25616,Planted Forest
25684,Natural Wooded Land
25690,Natural Grassland
25705,Planted Forest
25716,Natural Grassland
25731,Permanent Crops
25733,Natural Wooded Land
25740,Permanent Crops
25752,Wetlands
25755,Natural Grassland
25774,Permanent Crops
25777,Planted Forest
25788,Permanent Crops
25789,Permanent Crops
25848,Mixed or Not Classified
25870,Natural Wooded Land
25896,Wetlands
25905,Shrubs
25946,Natural Wooded Land
25975,Permanent Crops
25982,Natural Wooded Land
25991,Shrubs
26032,Planted Forest
26095,Wetlands
26100,Shrubs
26142,Shrubs
26167,Natural Wooded Land
26197,Permanent Crops
26202,Permanent Crops
26213,Permanent Crops
26250,Natural Wooded Land
26263,Permanent Crops
26270,Permanent Crops
26272,Permanent Crops
26336,Permanent Crops
26347,Natural Wooded Land
26353,Natural Grassland
26404,Wetlands
26416,Unconsolidated Barren
26430,Unconsolidated Barren
26438,Mixed or Not Classified
26440,Planted Forest
26467,Unconsolidated Barren
26492,Mixed or Not Classified
26506,Permanent Crops
26540,Consolidated Barren
26544,Wetlands
26598,Planted Forest
26606,Permanent Crops
26618,Planted Forest
26631,Wetlands
26646,Planted Forest
26667,Planted Forest
26700,Wetlands
26777,Wetlands
26807,Natural Wooded Land
26871,Permanent Crops
26874,Mixed or Not Classified
26881,Planted Forest
26922,Planted Forest
26931,Consolidated Barren
26934,Planted Forest
26947,Wetlands
26976,Wetlands
26996,Unconsolidated Barren
26998,Permanent Crops
27047,Wetlands
27059,Consolidated Barren
27063,Wetlands
27079,Wetlands
27099,Permanent Crops
27103,Wetlands
27130,Unconsolidated Barren
27138,Natural Grassland
27145,Wetlands
27146,Permanent Crops
27155,Planted Forest
27158,Natural Wooded Land
27163,Permanent Crops
27178,Permanent Crops
27251,Permanent Crops
27268,Permanent Crops
27305,Natural Wooded Land
27328,Wetlands
27331,Planted Forest
27334,Permanent Crops
27368,Wetlands
27387,Shrubs
27435,Permanent Crops
27451,Planted Forest
27454,Wetlands
27463,Natural Wooded Land
27484,Permanent Crops
27489,Natural Grassland
27499,Permanent Crops
27505,Permanent Crops
27534,Wetlands
27547,Permanent Crops
27571,Natural Wooded Land
27573,Consolidated Barren
27597,Permanent Crops
27603,Wetlands
27605,Mixed or Not Classified
27625,Consolidated Barren
27643,Permanent Crops
27666,Wetlands
27673,Natural Grassland
27690,Wetlands
27695,Wetlands
27733,Mixed or Not Classified
27738,Mixed or Not Classified
27751,Natural Grassland
27763,Mixed or Not Classified
27775,Natural Grassland
27785,Planted Forest
27796,Permanent Crops
27801,Planted Forest
27808,Unconsolidated Barren
27811,Permanent Crops
27812,Wetlands
27829,Planted Forest
27860,Permanent Crops
27883,Planted Forest
27912,Permanent Crops
27922,Permanent Crops
27984,Natural Wooded Land
27990,Permanent Crops
27994,Permanent Crops
28004,Mixed or Not Classified
28026,Wetlands
28046,Mixed or Not Classified
28057,Mixed or Not Classified
28111,Wetlands
28115,Wetlands
28120,Wetlands
28125,Wetlands
28183,Wetlands
28184,Wetlands
28201,Wetlands
28207,Permanent Crops
28221,Wetlands
28276,Permanent Crops
28277,Natural Wooded Land
28282,Wetlands
28301,Wetlands
28310,Wetlands
28317,Wetlands
28336,Wetlands
28340,Wetlands
28360,Wetlands
28361,Wetlands
28374,Wetlands
28378,Wetlands
28380,Wetlands
28381,Wetlands
28382,Mixed or Not Classified
28413,Wetlands
28439,Wetlands
28448,Wetlands
28452,Wetlands
28460,Wetlands
28469,Mixed or Not Classified
28480,Wetlands
28494,Wetlands
28496,Wetlands
28497,Mixed or Not Classified
28499,Natural Wooded Land